Id,SalePrice
1461,1249949.0
1462,1949475.0
1463,2087536.0
1464,2258939.0
1465,2136211.0
1466,1921764.0
1467,1965064.0
1468,1856351.0
1469,2033507.0
1470,1296825.0
1471,2210068.0
1472,936124.0
1473,939078.0
1474,1630600.0
1475,1205352.0
1476,4635154.0
1477,3070212.0
1478,3468862.0
1479,3135584.0
1480,6662224.0
1481,4231411.0
1482,2402230.0
1483,1891859.0
1484,1885668.0
1485,2040120.0
1486,2229601.0
1487,4121592.0
1488,2796211.0
1489,2329933.0
1490,2717463.0
1491,2155242.0
1492,917167.0
1493,2105106.0
1494,3547859.0
1495,3462956.0
1496,2768449.0
1497,2037661.0
1498,1810825.0
1499,1766963.0
1500,1718371.0
1501,2011580.0
1502,1621442.0
1503,3525900.0
1504,2888207.0
1505,2761682.0
1506,2061114.0
1507,3067130.0
1508,2302235.0
1509,1769608.0
1510,1594314.0
1511,1598318.0
1512,1912194.0
1513,1478997.0
1514,1765926.0
1515,2187652.0
1516,1662769.0
1517,1814328.0
1518,1359088.0
1519,2580518.0
1520,1415923.0
1521,1422220.0
1522,1886863.0
1523,1177813.0
1524,1325335.0
1525,1256111.0
1526,1189317.0
1527,1025591.0
1528,1472441.0
1529,1677933.0
1530,2002432.0
1531,1035137.0
1532,959057.0
1533,1633750.0
1534,1214350.0
1535,1657385.0
1536,1120014.0
1537,601128.0
1538,1725105.0
1539,2116007.0
1540,922399.0
1541,1529563.0
1542,1439762.0
1543,2389829.0
1544,853271.0
1545,1182361.0
1546,1387791.0
1547,1392345.0
1548,1449765.0
1549,1244775.0
1550,1452821.0
1551,1095847.0
1552,1456909.0
1553,1621867.0
1554,1230323.0
1555,1817496.0
1556,854688.0
1557,1002014.0
1558,986497.0
1559,853609.0
1560,1450338.0
1561,1449980.0
1562,1373846.0
1563,1264186.0
1564,1723387.0
1565,1597333.0
1566,2823577.0
1567,695448.0
1568,2738737.0
1569,1363289.0
1570,1446432.0
1571,1224925.0
1572,1536978.0
1573,2760158.0
1574,1205738.0
1575,2616470.0
1576,3014599.0
1577,2192529.0
1578,1415574.0
1579,1600275.0
1580,2168997.0
1581,1734471.0
1582,1358212.0
1583,4133306.0
1584,2692601.0
1585,1513160.0
1586,617224.0
1587,1036424.0
1588,1655128.0
1589,1024369.0
1590,1417075.0
1591,949203.0
1592,1199653.0
1593,1232564.0
1594,1353169.0
1595,1112124.0
1596,2703159.0
1597,2127132.0
1598,2444032.0
1599,1850549.0
1600,1788922.0
1601,610169.0
1602,1105940.0
1603,758888.0
1604,3367147.0
1605,2869670.0
1606,1836092.0
1607,1867328.0
1608,2562136.0
1609,2139590.0
1610,1692217.0
1611,1512440.0
1612,1843722.0
1613,1839057.0
1614,1284706.0
1615,857664.0
1616,665991.0
1617,878332.0
1618,1324026.0
1619,1518909.0
1620,1955823.0
1621,1467329.0
1622,1535155.0
1623,3314199.0
1624,2538268.0
1625,1219889.0
1626,1786513.0
1627,2171718.0
1628,3454530.0
1629,1975788.0
1630,4676320.0
1631,2502181.0
1632,2795597.0
1633,1905345.0
1634,2144378.0
1635,1967362.0
1636,1662154.0
1637,2270401.0
1638,2122404.0
1639,2081305.0
1640,3121227.0
1641,2016836.0
1642,2768890.0
1643,2549630.0
1644,2743897.0
1645,2234206.0
1646,1774887.0
1647,1696256.0
1648,1381542.0
1649,1525915.0
1650,1190709.0
1651,1281542.0
1652,962883.0
1653,1013502.0
1654,1569513.0
1655,1521295.0
1656,1538086.0
1657,1597901.0
1658,1563011.0
1659,1303629.0
1660,1719406.0
1661,5895046.0
1662,5458871.0
1663,5146042.0
1664,6534953.0
1665,3854393.0
1666,4007148.0
1667,4617301.0
1668,4262678.0
1669,3543364.0
1670,4441905.0
1671,3406566.0
1672,6083770.0
1673,3671988.0
1674,2993829.0
1675,2183030.0
1676,2207817.0
1677,2603522.0
1678,6359476.0
1679,5146148.0
1680,4520339.0
1681,2923747.0
1682,3906178.0
1683,2018116.0
1684,1892965.0
1685,1920701.0
1686,1863690.0
1687,1863280.0
1688,2168997.0
1689,2237936.0
1690,2203058.0
1691,2050399.0
1692,3173653.0
1693,1864463.0
1694,2057139.0
1695,1849594.0
1696,3345044.0
1697,1907822.0
1698,4501344.0
1699,3840997.0
1700,3046602.0
1701,3291601.0
1702,3003484.0
1703,2994795.0
1704,3504998.0
1705,2687650.0
1706,5765340.0
1707,2549623.0
1708,2459813.0
1709,3348694.0
1710,2626441.0
1711,3178073.0
1712,3191055.0
1713,3381362.0
1714,2596240.0
1715,2425226.0
1716,2078986.0
1717,1929785.0
1718,1367399.0
1719,2349142.0
1720,2809077.0
1721,1881283.0
1722,1284331.0
1723,1696874.0
1724,2366278.0
1725,2837139.0
1726,2124489.0
1727,1705747.0
1728,1910350.0
1729,1825831.0
1730,1657824.0
1731,1248048.0
1732,1389372.0
1733,1145248.0
1734,1220961.0
1735,1345314.0
1736,1195442.0
1737,3912032.0
1738,2740152.0
1739,2997412.0
1740,2799432.0
1741,2257062.0
1742,1946642.0
1743,1942596.0
1744,4022229.0
1745,2586074.0
1746,2045307.0
1747,2525764.0
1748,2620661.0
1749,1634109.0
1750,1364997.0
1751,2817801.0
1752,1229042.0
1753,1543960.0
1754,2212179.0
1755,1861705.0
1756,1387545.0
1757,1250871.0
1758,1561187.0
1759,1809653.0
1760,1832597.0
1761,1529099.0
1762,1935206.0
1763,1871631.0
1764,1190460.0
1765,1610890.0
1766,1971219.0
1767,2637537.0
1768,1568659.0
1769,1919675.0
1770,1635370.0
1771,1366191.0
1772,1436952.0
1773,1366488.0
1774,1458527.0
1775,1503458.0
1776,1350276.0
1777,1114167.0
1778,1474696.0
1779,1177502.0
1780,1924089.0
1781,1348476.0
1782,915682.0
1783,1543106.0
1784,1145948.0
1785,1205185.0
1786,1519323.0
1787,1820612.0
1788,586158.0
1789,956534.0
1790,757996.0
1791,2071069.0
1792,1685879.0
1793,1295063.0
1794,1626405.0
1795,1415322.0
1796,1289058.0
1797,1258865.0
1798,1328187.0
1799,1181837.0
1800,1405596.0
1801,1367313.0
1802,1387454.0
1803,1510445.0
1804,1534010.0
1805,1415001.0
1806,1238273.0
1807,1356297.0
1808,1216789.0
1809,1309039.0
1810,1568337.0
1811,940743.0
1812,952241.0
1813,1254932.0
1814,938149.0
1815,546031.0
1816,973144.0
1817,1131318.0
1818,1537848.0
1819,1318394.0
1820,612260.0
1821,1067654.0
1822,1512640.0
1823,546105.0
1824,1389150.0
1825,1502753.0
1826,1068000.0
1827,1027949.0
1828,1449431.0
1829,1215826.0
1830,1534865.0
1831,1486043.0
1832,751199.0
1833,1493820.0
1834,1229495.0
1835,1403488.0
1836,1312937.0
1837,918661.0
1838,1316423.0
1839,992098.0
1840,1432969.0
1841,1573131.0
1842,860738.0
1843,1379144.0
1844,1477248.0
1845,1493893.0
1846,1667075.0
1847,1810634.0
1848,551813.0
1849,1005097.0
1850,1171559.0
1851,1625638.0
1852,1279146.0
1853,1394228.0
1854,1855556.0
1855,1510665.0
1856,2586917.0
1857,1420020.0
1858,1366646.0
1859,1181162.0
1860,1558483.0
1861,1172128.0
1862,3804091.0
1863,3622074.0
1864,3625518.0
1865,4133172.0
1866,4294195.0
1867,2735025.0
1868,3630049.0
1869,2368930.0
1870,2709972.0
1871,2894232.0
1872,1901757.0
1873,2828055.0
1874,1578343.0
1875,2250348.0
1876,2227163.0
1877,2454291.0
1878,2171552.0
1879,1364468.0
1880,1404888.0
1881,3069627.0
1882,2949959.0
1883,2149892.0
1884,2397445.0
1885,2838656.0
1886,3478281.0
1887,2376419.0
1888,3423361.0
1889,1834514.0
1890,1304143.0
1891,1379886.0
1892,979770.0
1893,1363413.0
1894,1325191.0
1895,1463271.0
1896,1274052.0
1897,1198435.0
1898,1166186.0
1899,1753052.0
1900,1694643.0
1901,1936990.0
1902,1574086.0
1903,2604923.0
1904,1585924.0
1905,2279306.0
1906,1547620.0
1907,2347358.0
1908,1134158.0
1909,1429031.0
1910,1237564.0
1911,2522066.0
1912,4135344.0
1913,1576256.0
1914,702753.0
1915,4105335.0
1916,586250.0
1917,2975765.0
1918,1512142.0
1919,1963499.0
1920,1649714.0
1921,5460237.0
1922,3957370.0
1923,2681757.0
1924,2772202.0
1925,2297180.0
1926,5369174.0
1927,1413281.0
1928,1604407.0
1929,1365359.0
1930,1380466.0
1931,1535255.0
1932,1480047.0
1933,2047043.0
1934,2049098.0
1935,1936191.0
1936,2179000.0
1937,2048233.0
1938,1948401.0
1939,2847098.0
1940,2101912.0
1941,1868583.0
1942,2082570.0
1943,2392570.0
1944,4498884.0
1945,5139267.0
1946,1482558.0
1947,4147488.0
1948,1863171.0
1949,2942423.0
1950,2084566.0
1951,2856124.0
1952,2490340.0
1953,1864777.0
1954,2028460.0
1955,1457349.0
1956,3918267.0
1957,1649412.0
1958,3980759.0
1959,1525156.0
1960,1172046.0
1961,1296765.0
1962,925172.0
1963,1050926.0
1964,1143592.0
1965,1584642.0
1966,1433743.0
1967,3596196.0
1968,5809528.0
1969,5361453.0
1970,5710757.0
1971,6051102.0
1972,4826947.0
1973,3297597.0
1974,4186399.0
1975,6438221.0
1976,3445327.0
1977,4709924.0
1978,4641020.0
1979,4095368.0
1980,2325190.0
1981,4336807.0
1982,2626101.0
1983,2402198.0
1984,1873161.0
1985,2616345.0
1986,2455558.0
1987,2063439.0
1988,1980425.0
1989,2206278.0
1990,2517896.0
1991,2846327.0
1992,2503459.0
1993,1856453.0
1994,2765058.0
1995,2109687.0
1996,2999248.0
1997,3571676.0
1998,4354546.0
1999,3137792.0
2000,3884780.0
2001,3270620.0
2002,2874609.0
2003,3137840.0
2004,3346708.0
2005,2490611.0
2006,2699004.0
2007,2991024.0
2008,2562126.0
2009,2221806.0
2010,2196339.0
2011,1388989.0
2012,1946565.0
2013,2039721.0
2014,2117343.0
2015,2373800.0
2016,2214560.0
2017,2220295.0
2018,1210457.0
2019,1408125.0
2020,1082815.0
2021,1064933.0
2022,2072085.0
2023,1486195.0
2024,3186642.0
2025,4442020.0
2026,1972222.0
2027,1748317.0
2028,1651812.0
2029,1889029.0
2030,3208291.0
2031,2709134.0
2032,2858438.0
2033,3034288.0
2034,1811304.0
2035,2515847.0
2036,2174388.0
2037,2247553.0
2038,3805908.0
2039,2522655.0
2040,3193388.0
2041,3678205.0
2042,2358154.0
2043,1963936.0
2044,1735918.0
2045,2432353.0
2046,1503315.0
2047,1557076.0
2048,1498326.0
2049,1491071.0
2050,1984326.0
2051,1090440.0
2052,1323661.0
2053,1601431.0
2054,938295.0
2055,1647729.0
2056,1513611.0
2057,1183094.0
2058,2538827.0
2059,1439210.0
2060,1918240.0
2061,1914626.0
2062,1373590.0
2063,1263669.0
2064,1540532.0
2065,1228133.0
2066,1786154.0
2067,1103311.0
2068,1441455.0
2069,840810.0
2070,1143897.0
2071,968330.0
2072,1446449.0
2073,1421671.0
2074,2182754.0
2075,1546083.0
2076,1244208.0
2077,1790320.0
2078,1367037.0
2079,1402511.0
2080,1209493.0
2081,1329276.0
2082,1368495.0
2083,1555494.0
2084,1163380.0
2085,1236943.0
2086,1323805.0
2087,1263798.0
2088,993002.0
