Id,SalePrice
1461,112806.0
1462,161694.0
1463,172102.0
1464,182365.0
1465,175275.0
1466,158866.0
1467,162564.0
1468,156395.0
1469,167718.0
1470,114984.0
1471,179383.0
1472,86595.0
1473,87125.0
1474,139541.0
1475,108992.0
1476,331588.0
1477,236009.0
1478,264099.0
1479,238695.0
1480,452308.0
1481,308694.0
1482,193024.0
1483,159105.0
1484,156306.0
1485,168297.0
1486,181212.0
1487,300522.0
1488,219827.0
1489,189735.0
1490,215804.0
1491,176526.0
1492,86419.0
1493,172077.0
1494,264567.0
1495,263336.0
1496,220468.0
1497,167912.0
1498,153687.0
1499,150008.0
1500,146349.0
1501,165283.0
1502,138890.0
1503,266577.0
1504,225146.0
1505,215719.0
1506,170818.0
1507,236022.0
1508,187092.0
1509,150047.0
1510,137179.0
1511,137829.0
1512,159339.0
1513,130417.0
1514,151987.0
1515,176500.0
1516,140845.0
1517,152637.0
1518,119598.0
1519,204913.0
1520,124879.0
1521,125931.0
1522,158873.0
1523,105938.0
1524,116274.0
1525,112313.0
1526,108473.0
1527,97603.0
1528,129974.0
1529,142591.0
1530,165117.0
1531,95439.0
1532,88890.0
1533,139954.0
1534,109001.0
1535,140952.0
1536,102093.0
1537,61468.0
1538,145888.0
1539,175347.0
1540,86271.0
1541,132460.0
1542,125697.0
1543,192844.0
1544,81926.0
1545,107957.0
1546,122547.0
1547,123028.0
1548,126974.0
1549,111898.0
1550,126350.0
1551,101019.0
1552,128778.0
1553,139369.0
1554,111625.0
1555,153391.0
1556,82297.0
1557,92692.0
1558,93299.0
1559,81016.0
1560,125426.0
1561,126958.0
1562,121694.0
1563,113942.0
1564,147068.0
1565,138384.0
1566,219417.0
1567,70959.0
1568,217366.0
1569,119221.0
1570,125949.0
1571,109815.0
1572,133269.0
1573,215233.0
1574,109604.0
1575,207820.0
1576,232632.0
1577,179042.0
1578,124552.0
1579,136807.0
1580,177614.0
1581,146537.0
1582,118702.0
1583,300559.0
1584,210983.0
1585,131192.0
1586,63133.0
1587,95329.0
1588,142496.0
1589,95805.0
1590,123912.0
1591,85632.0
1592,107561.0
1593,109888.0
1594,117756.0
1595,100259.0
1596,211495.0
1597,174998.0
1598,196412.0
1599,154125.0
1600,150029.0
1601,62764.0
1602,101917.0
1603,74310.0
1604,255562.0
1605,224474.0
1606,150030.0
1607,157211.0
1608,202234.0
1609,176076.0
1610,144370.0
1611,130090.0
1612,154852.0
1613,154707.0
1614,115882.0
1615,81681.0
1616,67769.0
1617,82827.0
1618,117467.0
1619,131539.0
1620,161368.0
1621,126694.0
1622,132024.0
1623,251635.0
1624,202238.0
1625,109212.0
1626,151191.0
1627,177963.0
1628,260993.0
1629,163613.0
1630,334284.0
1631,199452.0
1632,219551.0
1633,160115.0
1634,174750.0
1635,163056.0
1636,142957.0
1637,184628.0
1638,173872.0
1639,170359.0
1640,237435.0
1641,167700.0
1642,218206.0
1643,202308.0
1644,217542.0
1645,182975.0
1646,150225.0
1647,144566.0
1648,121483.0
1649,132415.0
1650,108163.0
1651,115135.0
1652,90536.0
1653,94175.0
1654,135231.0
1655,130677.0
1656,132905.0
1657,137344.0
1658,134673.0
1659,116961.0
1660,146027.0
1661,404352.0
1662,383459.0
1663,362555.0
1664,449541.0
1665,288970.0
1666,293377.0
1667,332834.0
1668,308161.0
1669,266142.0
1670,316876.0
1671,255382.0
1672,414035.0
1673,276319.0
1674,231077.0
1675,177797.0
1676,179789.0
1677,206774.0
1678,437917.0
1679,362798.0
1680,325976.0
1681,226276.0
1682,288511.0
1683,167811.0
1684,157340.0
1685,160293.0
1686,156837.0
1687,157752.0
1688,176699.0
1689,181988.0
1690,178856.0
1691,169153.0
1692,242943.0
1693,157404.0
1694,171022.0
1695,155498.0
1696,253191.0
1697,159896.0
1698,325042.0
1699,286850.0
1700,234769.0
1701,249790.0
1702,232017.0
1703,230760.0
1704,261954.0
1705,213455.0
1706,399912.0
1707,202953.0
1708,195587.0
1709,257064.0
1710,209587.0
1711,243982.0
1712,240215.0
1713,257097.0
1714,204908.0
1715,193611.0
1716,171272.0
1717,159377.0
1718,120769.0
1719,189489.0
1720,222498.0
1721,156492.0
1722,115702.0
1723,144123.0
1724,189349.0
1725,220563.0
1726,174099.0
1727,146155.0
1728,158804.0
1729,154079.0
1730,142008.0
1731,113076.0
1732,122207.0
1733,105352.0
1734,109444.0
1735,119776.0
1736,109880.0
1737,284390.0
1738,215698.0
1739,233012.0
1740,221933.0
1741,183410.0
1742,160394.0
1743,162697.0
1744,296429.0
1745,205180.0
1746,169871.0
1747,201303.0
1748,206027.0
1749,139489.0
1750,119820.0
1751,221859.0
1752,112828.0
1753,133987.0
1754,178917.0
1755,156669.0
1756,122317.0
1757,112815.0
1758,135694.0
1759,152576.0
1760,154638.0
1761,133164.0
1762,162362.0
1763,157378.0
1764,108611.0
1765,140219.0
1766,165346.0
1767,204931.0
1768,135043.0
1769,159801.0
1770,141301.0
1771,121300.0
1772,126369.0
1773,119142.0
1774,130344.0
1775,130273.0
1776,119593.0
1777,101545.0
1778,129331.0
1779,104341.0
1780,158599.0
1781,118860.0
1782,85368.0
1783,134345.0
1784,105183.0
1785,110310.0
1786,132588.0
1787,153061.0
1788,58817.0
1789,88620.0
1790,74649.0
1791,170381.0
1792,144138.0
1793,114892.0
1794,138811.0
1795,123317.0
1796,115577.0
1797,113376.0
1798,118066.0
1799,107637.0
1800,124662.0
1801,119630.0
1802,120303.0
1803,132543.0
1804,131723.0
1805,124975.0
1806,111877.0
1807,120248.0
1808,110075.0
1809,116663.0
1810,135392.0
1811,88305.0
1812,89996.0
1813,113456.0
1814,88682.0
1815,55523.0
1816,90410.0
1817,101304.0
1818,133976.0
1819,119148.0
1820,61516.0
1821,98956.0
1822,133122.0
1823,55299.0
1824,122614.0
1825,131775.0
1826,98795.0
1827,95939.0
1828,126151.0
1829,110927.0
1830,135740.0
1831,130383.0
1832,72500.0
1833,129759.0
1834,110871.0
1835,120960.0
1836,117355.0
1837,87277.0
1838,118330.0
1839,94386.0
1840,124506.0
1841,137567.0
1842,82492.0
1843,122248.0
1844,128118.0
1845,130045.0
1846,142521.0
1847,153136.0
1848,56315.0
1849,92753.0
1850,105111.0
1851,139456.0
1852,114063.0
1853,123167.0
1854,155286.0
1855,132720.0
1856,204215.0
1857,124480.0
1858,120718.0
1859,105401.0
1860,134795.0
1861,104924.0
1862,286458.0
1863,275714.0
1864,275849.0
1865,302861.0
1866,312185.0
1867,217018.0
1868,272435.0
1869,191630.0
